,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,1,3,3,5,5,5,5,5,5
1,0,0,4,5,5,5,5,5,10
2,0,3,3,5,5,5,5,5,5
3,0,3,3,3,3,3,3,3,3
4,0,3,3,5,5,5,5,5,5
5,2,2,2,2,2,2,2,2,2
6,0,0,0,0,0,4,5,5,10
7,2,2,2,3,6,6,6,6,10
8,1,3,3,3,6,6,6,6,6
9,0,3,3,3,3,3,3,3,3
10,1,1,4,4,4,7,7,7,7
11,2,2,2,2,6,7,7,7,7
12,2,2,2,2,6,7,7,7,7
13,2,2,4,4,3,3,3,3,3
14,0,3,3,3,3,3,3,3,3
15,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2
21,0,3,3,3,6,6,6,6,6
22,99,99,99,99,99,99,99,99,99
23,1,3,3,3,3,3,3,3,3
24,99,99,99,99,99,99,99,99,99
25,1,1,4,4,4,1,1,1,4
26,2,3,3,2,3,3,3,3,3
27,1,1,2,2,2,2,2,2,2
28,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1
30,0,0,4,4,4,4,4,4,4
31,0,0,4,4,4,4,4,4,4
32,0,0,4,4,4,4,4,4,4
33,2,2,4,4,4,4,4,4,4
34,2,2,4,4,4,4,4,4,4
35,0,3,3,5,5,5,5,5,5
36,1,1,4,3,6,6,6,6,6
37,2,2,4,2,5,5,8,8,8
38,1,1,1,1,1,1,8,8,8
39,1,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1,1
41,0,2,0,0,0,0,0,9,9
42,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1
46,1,1,1,1,1,1,1,1,1
47,2,2,4,3,3,3,8,8,8
48,1,1,1,1,1,1,1,1,1
49,1,1,4,4,4,1,1,1,4
50,1,1,1,1,1,1,8,9,9
51,1,1,1,1,1,1,1,1,1
52,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
